TMK13,TMK9,TMK_Island,TMK_Zone,TMK_Sec,TMK_Plat,TMK_Parcel,TMK_CPR
2240350450000,224035045000,2,24,03,504,5000,0
2240350460000,224035046000,2,24,03,504,6000,0
2240350460000,224035046000,2,24,03,504,6000,0
2240350470000,224035047000,2,24,03,504,7000,0
2240350470000,224035047000,2,24,03,504,7000,0
2240350480000,224035048000,2,24,03,504,8000,0
2240350480000,224035048000,2,24,03,504,8000,0
2240350490000,224035049000,2,24,03,504,9000,0
2240350490000,224035049000,2,24,03,504,9000,0
2240350500000,224035050000,2,24,03,505,0000,0
2240350500000,224035050000,2,24,03,505,0000,0
2240350510000,224035051000,2,24,03,505,1000,0
2240350510000,224035051000,2,24,03,505,1000,0
2240350520000,224035052000,2,24,03,505,2000,0
2240350520000,224035052000,2,24,03,505,2000,0
2240350530000,224035053000,2,24,03,505,3000,0
2240350530000,224035053000,2,24,03,505,3000,0
2240350540000,224035054000,2,24,03,505,4000,0
2240350540000,224035054000,2,24,03,505,4000,0
2240350550000,224035055000,2,24,03,505,5000,0
2240350550000,224035055000,2,24,03,505,5000,0
2240350560000,224035056000,2,24,03,505,6000,0
2240350560000,224035056000,2,24,03,505,6000,0
2240350570000,224035057000,2,24,03,505,7000,0
2240350570000,224035057000,2,24,03,505,7000,0
2240350580000,224035058000,2,24,03,505,8000,0
2240350580000,224035058000,2,24,03,505,8000,0
2240350590000,224035059000,2,24,03,505,9000,0
2240350600000,224035060000,2,24,03,506,0000,0
2240350600000,224035060000,2,24,03,506,0000,0
2240350610000,224035061000,2,24,03,506,1000,0
2240350610000,224035061000,2,24,03,506,1000,0
2240350620000,224035062000,2,24,03,506,2000,0
2240350630000,224035063000,2,24,03,506,3000,0
2240350630000,224035063000,2,24,03,506,3000,0
2240350640000,224035064000,2,24,03,506,4000,0
2240350640000,224035064000,2,24,03,506,4000,0
2240350650000,224035065000,2,24,03,506,5000,0
2240350650000,224035065000,2,24,03,506,5000,0
2240350660000,224035066000,2,24,03,506,6000,0
2240350660000,224035066000,2,24,03,506,6000,0
2240350670000,224035067000,2,24,03,506,7000,0
2240350690000,224035069000,2,24,03,506,9000,0
2240350690000,224035069000,2,24,03,506,9000,0
2240350700000,224035070000,2,24,03,507,0000,0
2240350700000,224035070000,2,24,03,507,0000,0
2240350710000,224035071000,2,24,03,507,1000,0
2240350720000,224035072000,2,24,03,507,2000,0
2240350720000,224035072000,2,24,03,507,2000,0
2240350730000,224035073000,2,24,03,507,3000,0
2240350740000,224035074000,2,24,03,507,4000,0
2240350740000,224035074000,2,24,03,507,4000,0
2240350750000,224035075000,2,24,03,507,5000,0
2240350760000,224035076000,2,24,03,507,6000,0
2240350760000,224035076000,2,24,03,507,6000,0
2240350770000,224035077000,2,24,03,507,7000,0
2240350770000,224035077000,2,24,03,507,7000,0
2240350780000,224035078000,2,24,03,507,8000,0
2240350780000,224035078000,2,24,03,507,8000,0
2240350790000,224035079000,2,24,03,507,9000,0
2240350800000,224035080000,2,24,03,508,0000,0
2240350810000,224035081000,2,24,03,508,1000,0
2240350810000,224035081000,2,24,03,508,1000,0
2240350820000,224035082000,2,24,03,508,2000,0
2240350830000,224035083000,2,24,03,508,3000,0
2240350830000,224035083000,2,24,03,508,3000,0
2240350840000,224035084000,2,24,03,508,4000,0
2240350840000,224035084000,2,24,03,508,4000,0
2240350850000,224035085000,2,24,03,508,5000,0
2240350850000,224035085000,2,24,03,508,5000,0
2240350860000,224035086000,2,24,03,508,6000,0
2240350870000,224035087000,2,24,03,508,7000,0
2240350870000,224035087000,2,24,03,508,7000,0
2240350870000,224035087000,2,24,03,508,7000,0
2240350880000,224035088000,2,24,03,508,8000,0
2240350880000,224035088000,2,24,03,508,8000,0
2240350890000,224035089000,2,24,03,508,9000,0
2240350890000,224035089000,2,24,03,508,9000,0
2240350900000,224035090000,2,24,03,509,0000,0
2240350900000,224035090000,2,24,03,509,0000,0
2240350910000,224035091000,2,24,03,509,1000,0
2240350910000,224035091000,2,24,03,509,1000,0
2240350920001,224035092000,2,24,03,509,2000,1
2240350920002,224035092000,2,24,03,509,2000,2
2240350930000,224035093000,2,24,03,509,3000,0
2240350940000,224035094000,2,24,03,509,4000,0
2240350950000,224035095000,2,24,03,509,5000,0
2240350950000,224035095000,2,24,03,509,5000,0
2240350960000,224035096000,2,24,03,509,6000,0
2240350960000,224035096000,2,24,03,509,6000,0
2240350970000,224035097000,2,24,03,509,7000,0
2240350980000,224035098000,2,24,03,509,8000,0
2240350980000,224035098000,2,24,03,509,8000,0
2240350990000,224035099000,2,24,03,509,9000,0
2240350990000,224035099000,2,24,03,509,9000,0
2240351000000,224035100000,2,24,03,510,0000,0
2240351000000,224035100000,2,24,03,510,0000,0
2240351010000,224035101000,2,24,03,510,1000,0
2240351010000,224035101000,2,24,03,510,1000,0
2240351020000,224035102000,2,24,03,510,2000,0
2240351020000,224035102000,2,24,03,510,2000,0
2240351030000,224035103000,2,24,03,510,3000,0
2240351030000,224035103000,2,24,03,510,3000,0
2240351040000,224035104000,2,24,03,510,4000,0
2240351040000,224035104000,2,24,03,510,4000,0
2240351050000,224035105000,2,24,03,510,5000,0
2240351050000,224035105000,2,24,03,510,5000,0
2240351060000,224035106000,2,24,03,510,6000,0
2240351060000,224035106000,2,24,03,510,6000,0
2240351070000,224035107000,2,24,03,510,7000,0
2240351070000,224035107000,2,24,03,510,7000,0
2240351080000,224035108000,2,24,03,510,8000,0
2240351080000,224035108000,2,24,03,510,8000,0
2240351090000,224035109000,2,24,03,510,9000,0
2240351090000,224035109000,2,24,03,510,9000,0
2240351100000,224035110000,2,24,03,511,0000,0
2240351100000,224035110000,2,24,03,511,0000,0
2240351110000,224035111000,2,24,03,511,1000,0
2240351110000,224035111000,2,24,03,511,1000,0
2240351120000,224035112000,2,24,03,511,2000,0
2240351120000,224035112000,2,24,03,511,2000,0
2240351130000,224035113000,2,24,03,511,3000,0
2240351130000,224035113000,2,24,03,511,3000,0
2240351140000,224035114000,2,24,03,511,4000,0
2240351140000,224035114000,2,24,03,511,4000,0
2240351150000,224035115000,2,24,03,511,5000,0
2240351150000,224035115000,2,24,03,511,5000,0
2240351160000,224035116000,2,24,03,511,6000,0
2240351160000,224035116000,2,24,03,511,6000,0
2240351170000,224035117000,2,24,03,511,7000,0
2240351170000,224035117000,2,24,03,511,7000,0
2240351180000,224035118000,2,24,03,511,8000,0
2240351180000,224035118000,2,24,03,511,8000,0
2240351190000,224035119000,2,24,03,511,9000,0
2240351200000,224035120000,2,24,03,512,0000,0
2240351210000,224035121000,2,24,03,512,1000,0
2240351210000,224035121000,2,24,03,512,1000,0
2240351220000,224035122000,2,24,03,512,2000,0
2240351220000,224035122000,2,24,03,512,2000,0
2240351230000,224035123000,2,24,03,512,3000,0
2240351240000,224035124000,2,24,03,512,4000,0
2240351250000,224035125000,2,24,03,512,5000,0
2240351270000,224035127000,2,24,03,512,7000,0
2240351270000,224035127000,2,24,03,512,7000,0
2240351280000,224035128000,2,24,03,512,8000,0
2240351280000,224035128000,2,24,03,512,8000,0
2240351290000,224035129000,2,24,03,512,9000,0
2240351300000,224035130000,2,24,03,513,0000,0
2240351300000,224035130000,2,24,03,513,0000,0
2240351300000,224035130000,2,24,03,513,0000,0
2240351310000,224035131000,2,24,03,513,1000,0
2240351310000,224035131000,2,24,03,513,1000,0
2240351320000,224035132000,2,24,03,513,2000,0
2240351320000,224035132000,2,24,03,513,2000,0
2240351330000,224035133000,2,24,03,513,3000,0
2240351330000,224035133000,2,24,03,513,3000,0
2240351340000,224035134000,2,24,03,513,4000,0
2240351340000,224035134000,2,24,03,513,4000,0
2240351350000,224035135000,2,24,03,513,5000,0
2240351350000,224035135000,2,24,03,513,5000,0
2240351360000,224035136000,2,24,03,513,6000,0
2240351360000,224035136000,2,24,03,513,6000,0
2240351370000,224035137000,2,24,03,513,7000,0
2240351370000,224035137000,2,24,03,513,7000,0
2240351370000,224035137000,2,24,03,513,7000,0
2240351380000,224035138000,2,24,03,513,8000,0
2240351380000,224035138000,2,24,03,513,8000,0
2240351390000,224035139000,2,24,03,513,9000,0
2240351390000,224035139000,2,24,03,513,9000,0
2240360010000,224036001000,2,24,03,600,1000,0
2240360010000,224036001000,2,24,03,600,1000,0
2240360020000,224036002000,2,24,03,600,2000,0
2240360020000,224036002000,2,24,03,600,2000,0
2240360030000,224036003000,2,24,03,600,3000,0
2240360050000,224036005000,2,24,03,600,5000,0
2240360050000,224036005000,2,24,03,600,5000,0
2240360060000,224036006000,2,24,03,600,6000,0
2240360070000,224036007000,2,24,03,600,7000,0
2240360080000,224036008000,2,24,03,600,8000,0
2240360080000,224036008000,2,24,03,600,8000,0
2240360090000,224036009000,2,24,03,600,9000,0
2240360100000,224036010000,2,24,03,601,0000,0
2240360110000,224036011000,2,24,03,601,1000,0
2240360120000,224036012000,2,24,03,601,2000,0
2240360120000,224036012000,2,24,03,601,2000,0
2240360130000,224036013000,2,24,03,601,3000,0
2240360130000,224036013000,2,24,03,601,3000,0
2240360140000,224036014000,2,24,03,601,4000,0
2240360140000,224036014000,2,24,03,601,4000,0
2240360150000,224036015000,2,24,03,601,5000,0
2240360160000,224036016000,2,24,03,601,6000,0
2240360160000,224036016000,2,24,03,601,6000,0
2240360170000,224036017000,2,24,03,601,7000,0
2240360170000,224036017000,2,24,03,601,7000,0
2240360180000,224036018000,2,24,03,601,8000,0
2240360190000,224036019000,2,24,03,601,9000,0
2240360190000,224036019000,2,24,03,601,9000,0
2240360200000,224036020000,2,24,03,602,0000,0
2240360200000,224036020000,2,24,03,602,0000,0
2240360200000,224036020000,2,24,03,602,0000,0
2240360210000,224036021000,2,24,03,602,1000,0
2240360210000,224036021000,2,24,03,602,1000,0
2240360220000,224036022000,2,24,03,602,2000,0
2240360230000,224036023000,2,24,03,602,3000,0
2240360240000,224036024000,2,24,03,602,4000,0
2240360250000,224036025000,2,24,03,602,5000,0
2240360260000,224036026000,2,24,03,602,6000,0
2240360260000,224036026000,2,24,03,602,6000,0
2240360270000,224036027000,2,24,03,602,7000,0
2240360270000,224036027000,2,24,03,602,7000,0
2240360280000,224036028000,2,24,03,602,8000,0
2240360280000,224036028000,2,24,03,602,8000,0
2240360290000,224036029000,2,24,03,602,9000,0
2240360290000,224036029000,2,24,03,602,9000,0
2240360300000,224036030000,2,24,03,603,0000,0
2240360300000,224036030000,2,24,03,603,0000,0
2240360310000,224036031000,2,24,03,603,1000,0
2240360310000,224036031000,2,24,03,603,1000,0
2240360320000,224036032000,2,24,03,603,2000,0
2240360320000,224036032000,2,24,03,603,2000,0
2240360330001,224036033000,2,24,03,603,3000,1
2240360330002,224036033000,2,24,03,603,3000,2
2240360340000,224036034000,2,24,03,603,4000,0
2240360340000,224036034000,2,24,03,603,4000,0
2240360350000,224036035000,2,24,03,603,5000,0
2240360350000,224036035000,2,24,03,603,5000,0
2240360360002,224036036000,2,24,03,603,6000,2
2240360360003,224036036000,2,24,03,603,6000,3
2240360370000,224036037000,2,24,03,603,7000,0
2240360370000,224036037000,2,24,03,603,7000,0
2240360380000,224036038000,2,24,03,603,8000,0
2240360380000,224036038000,2,24,03,603,8000,0
2240360390000,224036039000,2,24,03,603,9000,0
2240360400000,224036040000,2,24,03,604,0000,0
2240360400000,224036040000,2,24,03,604,0000,0
2240360410000,224036041000,2,24,03,604,1000,0
2240360420000,224036042000,2,24,03,604,2000,0
2240360430000,224036043000,2,24,03,604,3000,0
2240360430000,224036043000,2,24,03,604,3000,0
2240360440000,224036044000,2,24,03,604,4000,0
2240360460000,224036046000,2,24,03,604,6000,0
2240360460000,224036046000,2,24,03,604,6000,0
2240360470000,224036047000,2,24,03,604,7000,0
2240360470000,224036047000,2,24,03,604,7000,0
2240360480000,224036048000,2,24,03,604,8000,0
2240360480000,224036048000,2,24,03,604,8000,0
2240360490000,224036049000,2,24,03,604,9000,0
2240360490000,224036049000,2,24,03,604,9000,0
2240360500000,224036050000,2,24,03,605,0000,0
2240360500000,224036050000,2,24,03,605,0000,0
2240360510000,224036051000,2,24,03,605,1000,0
2240360510000,224036051000,2,24,03,605,1000,0
2240360520000,224036052000,2,24,03,605,2000,0
2240360520000,224036052000,2,24,03,605,2000,0
2240360530000,224036053000,2,24,03,605,3000,0
2240360540000,224036054000,2,24,03,605,4000,0
2240360550000,224036055000,2,24,03,605,5000,0
2240360560000,224036056000,2,24,03,605,6000,0
2240360560000,224036056000,2,24,03,605,6000,0
2240360570000,224036057000,2,24,03,605,7000,0
2240360570000,224036057000,2,24,03,605,7000,0
2240360580000,224036058000,2,24,03,605,8000,0
2240360580000,224036058000,2,24,03,605,8000,0
2240360590000,224036059000,2,24,03,605,9000,0
2240360600000,224036060000,2,24,03,606,0000,0
2240360600000,224036060000,2,24,03,606,0000,0
2240360610000,224036061000,2,24,03,606,1000,0
2240360610000,224036061000,2,24,03,606,1000,0
2240360620000,224036062000,2,24,03,606,2000,0
2240360620000,224036062000,2,24,03,606,2000,0
2240360630000,224036063000,2,24,03,606,3000,0
2240360630000,224036063000,2,24,03,606,3000,0
2240360640000,224036064000,2,24,03,606,4000,0
2240360640000,224036064000,2,24,03,606,4000,0
2240360650000,224036065000,2,24,03,606,5000,0
2240360650000,224036065000,2,24,03,606,5000,0
2240360660000,224036066000,2,24,03,606,6000,0
2240360660000,224036066000,2,24,03,606,6000,0
2240360670000,224036067000,2,24,03,606,7000,0
2240360670000,224036067000,2,24,03,606,7000,0
2240360680000,224036068000,2,24,03,606,8000,0
2240360690000,224036069000,2,24,03,606,9000,0
2240360700000,224036070000,2,24,03,607,0000,0
2240360710000,224036071000,2,24,03,607,1000,0
2240360710000,224036071000,2,24,03,607,1000,0
2240360720000,224036072000,2,24,03,607,2000,0
2240360730000,224036073000,2,24,03,607,3000,0
2240360740000,224036074000,2,24,03,607,4000,0
2240360750000,224036075000,2,24,03,607,5000,0
2240360760000,224036076000,2,24,03,607,6000,0
2240360760000,224036076000,2,24,03,607,6000,0
2240360770000,224036077000,2,24,03,607,7000,0
2240360770000,224036077000,2,24,03,607,7000,0
2240360780000,224036078000,2,24,03,607,8000,0
2240360780000,224036078000,2,24,03,607,8000,0
2240360790000,224036079000,2,24,03,607,9000,0
2240360790000,224036079000,2,24,03,607,9000,0
2240360800000,224036080000,2,24,03,608,0000,0
2240360800000,224036080000,2,24,03,608,0000,0
2240360810000,224036081000,2,24,03,608,1000,0
2240360820000,224036082000,2,24,03,608,2000,0
2240360820000,224036082000,2,24,03,608,2000,0
2240360830000,224036083000,2,24,03,608,3000,0
2240360830000,224036083000,2,24,03,608,3000,0
2240360860000,224036086000,2,24,03,608,6000,0
2240360860000,224036086000,2,24,03,608,6000,0
2240360870000,224036087000,2,24,03,608,7000,0
2240360870000,224036087000,2,24,03,608,7000,0
2240360880000,224036088000,2,24,03,608,8000,0
2240360880000,224036088000,2,24,03,608,8000,0
2240360890000,224036089000,2,24,03,608,9000,0
2240360900000,224036090000,2,24,03,609,0000,0
2240360910000,224036091000,2,24,03,609,1000,0
2240360910000,224036091000,2,24,03,609,1000,0
2240360920000,224036092000,2,24,03,609,2000,0
2240360920000,224036092000,2,24,03,609,2000,0
2240360930000,224036093000,2,24,03,609,3000,0
2240360940000,224036094000,2,24,03,609,4000,0
2240360940000,224036094000,2,24,03,609,4000,0
2240360950000,224036095000,2,24,03,609,5000,0
2240360950000,224036095000,2,24,03,609,5000,0
2240360960000,224036096000,2,24,03,609,6000,0
2240360960000,224036096000,2,24,03,609,6000,0
2240360970000,224036097000,2,24,03,609,7000,0
2240360970000,224036097000,2,24,03,609,7000,0
2240360980000,224036098000,2,24,03,609,8000,0
2240360980000,224036098000,2,24,03,609,8000,0
2240360990000,224036099000,2,24,03,609,9000,0
2240360990000,224036099000,2,24,03,609,9000,0
2240361000000,224036100000,2,24,03,610,0000,0
2240361000000,224036100000,2,24,03,610,0000,0
2240361010000,224036101000,2,24,03,610,1000,0
2240361010000,224036101000,2,24,03,610,1000,0
2240361020000,224036102000,2,24,03,610,2000,0
2240361030000,224036103000,2,24,03,610,3000,0
2240361040000,224036104000,2,24,03,610,4000,0
2240361050000,224036105000,2,24,03,610,5000,0
2240361050000,224036105000,2,24,03,610,5000,0
2240361060000,224036106000,2,24,03,610,6000,0
2240361060000,224036106000,2,24,03,610,6000,0
2240361070000,224036107000,2,24,03,610,7000,0
2240361080000,224036108000,2,24,03,610,8000,0
2240361080000,224036108000,2,24,03,610,8000,0
2240361090000,224036109000,2,24,03,610,9000,0
2240361100000,224036110000,2,24,03,611,0000,0
2240361110000,224036111000,2,24,03,611,1000,0
2240361110000,224036111000,2,24,03,611,1000,0
2240361120000,224036112000,2,24,03,611,2000,0
2240361120000,224036112000,2,24,03,611,2000,0
2240361130000,224036113000,2,24,03,611,3000,0
2240361140000,224036114000,2,24,03,611,4000,0
2240361150000,224036115000,2,24,03,611,5000,0
2240361160000,224036116000,2,24,03,611,6000,0
2240361160000,224036116000,2,24,03,611,6000,0
2240361170000,224036117000,2,24,03,611,7000,0
2240361170000,224036117000,2,24,03,611,7000,0
2240361180000,224036118000,2,24,03,611,8000,0
2240361180000,224036118000,2,24,03,611,8000,0
2240361190000,224036119000,2,24,03,611,9000,0
2240361190000,224036119000,2,24,03,611,9000,0
2240361200000,224036120000,2,24,03,612,0000,0
2240361200000,224036120000,2,24,03,612,0000,0
2240361210000,224036121000,2,24,03,612,1000,0
2240361210000,224036121000,2,24,03,612,1000,0
2240361220000,224036122000,2,24,03,612,2000,0
2240361220000,224036122000,2,24,03,612,2000,0
2240361230000,224036123000,2,24,03,612,3000,0
2240361230000,224036123000,2,24,03,612,3000,0
2240361240000,224036124000,2,24,03,612,4000,0
2240361240000,224036124000,2,24,03,612,4000,0
2240361250000,224036125000,2,24,03,612,5000,0
2240361250000,224036125000,2,24,03,612,5000,0
2240361260000,224036126000,2,24,03,612,6000,0
2240361260000,224036126000,2,24,03,612,6000,0
2240361270000,224036127000,2,24,03,612,7000,0
2240361270000,224036127000,2,24,03,612,7000,0
2240361280000,224036128000,2,24,03,612,8000,0
2240361280000,224036128000,2,24,03,612,8000,0
2240361290000,224036129000,2,24,03,612,9000,0
2240361290000,224036129000,2,24,03,612,9000,0
2240361300000,224036130000,2,24,03,613,0000,0
2240361310000,224036131000,2,24,03,613,1000,0
2240361310000,224036131000,2,24,03,613,1000,0
2240361320000,224036132000,2,24,03,613,2000,0
2240361320000,224036132000,2,24,03,613,2000,0
2240361330000,224036133000,2,24,03,613,3000,0
2240361330000,224036133000,2,24,03,613,3000,0
2240361340000,224036134000,2,24,03,613,4000,0
2240361350000,224036135000,2,24,03,613,5000,0
2240361350000,224036135000,2,24,03,613,5000,0
2240361360000,224036136000,2,24,03,613,6000,0
2240361360000,224036136000,2,24,03,613,6000,0
2240361370000,224036137000,2,24,03,613,7000,0
2240361380000,224036138000,2,24,03,613,8000,0
2240361380000,224036138000,2,24,03,613,8000,0
2240361390000,224036139000,2,24,03,613,9000,0
2240361390000,224036139000,2,24,03,613,9000,0
2240361390000,224036139000,2,24,03,613,9000,0
2240361400000,224036140000,2,24,03,614,0000,0
2240361410000,224036141000,2,24,03,614,1000,0
2240361420000,224036142000,2,24,03,614,2000,0
2240361430000,224036143000,2,24,03,614,3000,0
2240361430000,224036143000,2,24,03,614,3000,0
2240361480000,224036148000,2,24,03,614,8000,0
2240361490000,224036149000,2,24,03,614,9000,0
2240361490000,224036149000,2,24,03,614,9000,0
2240370010000,224037001000,2,24,03,700,1000,0
2240370010000,224037001000,2,24,03,700,1000,0
2240370040000,224037004000,2,24,03,700,4000,0
2240370060000,224037006000,2,24,03,700,6000,0
2240370070000,224037007000,2,24,03,700,7000,0
2240370080000,224037008000,2,24,03,700,8000,0
2240370080000,224037008000,2,24,03,700,8000,0
2240370080000,224037008000,2,24,03,700,8000,0
2240370090000,224037009000,2,24,03,700,9000,0
2240370100000,224037010000,2,24,03,701,0000,0
2240370110000,224037011000,2,24,03,701,1000,0
2240370110000,224037011000,2,24,03,701,1000,0
2240370120001,224037012000,2,24,03,701,2000,1
2240370120002,224037012000,2,24,03,701,2000,2
2240370120003,224037012000,2,24,03,701,2000,3
2240370120004,224037012000,2,24,03,701,2000,4
2240370130000,224037013000,2,24,03,701,3000,0
2240370130000,224037013000,2,24,03,701,3000,0
2240370130000,224037013000,2,24,03,701,3000,0
2240370140001,224037014000,2,24,03,701,4000,1
2240370140002,224037014000,2,24,03,701,4000,2
2240370140003,224037014000,2,24,03,701,4000,3
2240370140004,224037014000,2,24,03,701,4000,4
2240370150000,224037015000,2,24,03,701,5000,0
2240370150000,224037015000,2,24,03,701,5000,0
2240370150000,224037015000,2,24,03,701,5000,0
2240370160000,224037016000,2,24,03,701,6000,0
2240370170000,224037017000,2,24,03,701,7000,0
2240370180000,224037018000,2,24,03,701,8000,0
2240370190000,224037019000,2,24,03,701,9000,0
2240370210000,224037021000,2,24,03,702,1000,0
2240370220000,224037022000,2,24,03,702,2000,0
2240370230000,224037023000,2,24,03,702,3000,0
2240370240000,224037024000,2,24,03,702,4000,0
2240370250000,224037025000,2,24,03,702,5000,0
2240370260000,224037026000,2,24,03,702,6000,0
2240370270000,224037027000,2,24,03,702,7000,0
2240370280000,224037028000,2,24,03,702,8000,0
2240370300000,224037030000,2,24,03,703,0000,0
2240370310000,224037031000,2,24,03,703,1000,0
2240370310000,224037031000,2,24,03,703,1000,0
2240370310000,224037031000,2,24,03,703,1000,0
2240370310000,224037031000,2,24,03,703,1000,0
2240370310000,224037031000,2,24,03,703,1000,0
2240370310000,224037031000,2,24,03,703,1000,0
2240370320000,224037032000,2,24,03,703,2000,0
2240370320000,224037032000,2,24,03,703,2000,0
2240370330000,224037033000,2,24,03,703,3000,0
2240370330000,224037033000,2,24,03,703,3000,0
2240370340000,224037034000,2,24,03,703,4000,0
2240370350000,224037035000,2,24,03,703,5000,0
2240370360000,224037036000,2,24,03,703,6000,0
2240370370000,224037037000,2,24,03,703,7000,0
2240370380000,224037038000,2,24,03,703,8000,0
2240370390000,224037039000,2,24,03,703,9000,0
2240370400000,224037040000,2,24,03,704,0000,0
2240370410000,224037041000,2,24,03,704,1000,0
2240370420000,224037042000,2,24,03,704,2000,0
2240370430000,224037043000,2,24,03,704,3000,0
2240370440000,224037044000,2,24,03,704,4000,0
2240370450000,224037045000,2,24,03,704,5000,0
2240370460000,224037046000,2,24,03,704,6000,0
2240370460000,224037046000,2,24,03,704,6000,0
2240370470000,224037047000,2,24,03,704,7000,0
2240370480000,224037048000,2,24,03,704,8000,0
2240370490000,224037049000,2,24,03,704,9000,0
2240370500000,224037050000,2,24,03,705,0000,0
2240370510000,224037051000,2,24,03,705,1000,0
2240370520000,224037052000,2,24,03,705,2000,0
2240370530000,224037053000,2,24,03,705,3000,0
2240370540000,224037054000,2,24,03,705,4000,0
2240370550000,224037055000,2,24,03,705,5000,0
2240370560000,224037056000,2,24,03,705,6000,0
2240370570000,224037057000,2,24,03,705,7000,0
2240370610000,224037061000,2,24,03,706,1000,0
2240370620000,224037062000,2,24,03,706,2000,0
2240370630000,224037063000,2,24,03,706,3000,0
2240370640000,224037064000,2,24,03,706,4000,0
2240370640000,224037064000,2,24,03,706,4000,0
2240370650000,224037065000,2,24,03,706,5000,0
2240370660000,224037066000,2,24,03,706,6000,0
2240370670000,224037067000,2,24,03,706,7000,0
2240370670000,224037067000,2,24,03,706,7000,0
2240370680000,224037068000,2,24,03,706,8000,0
2240370730000,224037073000,2,24,03,707,3000,0
2240370730000,224037073000,2,24,03,707,3000,0
2240380020000,224038002000,2,24,03,800,2000,0
2240380020000,224038002000,2,24,03,800,2000,0
2240380020000,224038002000,2,24,03,800,2000,0
2240380020000,224038002000,2,24,03,800,2000,0
2240380030000,224038003000,2,24,03,800,3000,0
2240380040000,224038004000,2,24,03,800,4000,0
2240380040000,224038004000,2,24,03,800,4000,0
2240380040000,224038004000,2,24,03,800,4000,0
2240380040000,224038004000,2,24,03,800,4000,0
2240380050000,224038005000,2,24,03,800,5000,0
2240380060000,224038006000,2,24,03,800,6000,0
2240380080000,224038008000,2,24,03,800,8000,0
2240380090000,224038009000,2,24,03,800,9000,0
2240380100000,224038010000,2,24,03,801,0000,0
2240380110000,224038011000,2,24,03,801,1000,0
2240380120000,224038012000,2,24,03,801,2000,0
2240380130000,224038013000,2,24,03,801,3000,0
2240380130000,224038013000,2,24,03,801,3000,0
2240380140000,224038014000,2,24,03,801,4000,0
2240380150000,224038015000,2,24,03,801,5000,0
2240380160000,224038016000,2,24,03,801,6000,0
2240380160000,224038016000,2,24,03,801,6000,0
2240380170000,224038017000,2,24,03,801,7000,0
2240380180000,224038018000,2,24,03,801,8000,0
2240380190000,224038019000,2,24,03,801,9000,0
2240380200000,224038020000,2,24,03,802,0000,0
2240380210000,224038021000,2,24,03,802,1000,0
2240380220000,224038022000,2,24,03,802,2000,0
2240380230000,224038023000,2,24,03,802,3000,0
2240380240000,224038024000,2,24,03,802,4000,0
2240380250000,224038025000,2,24,03,802,5000,0
2240380260000,224038026000,2,24,03,802,6000,0
2240380270000,224038027000,2,24,03,802,7000,0
2240380280000,224038028000,2,24,03,802,8000,0
2240380290000,224038029000,2,24,03,802,9000,0
2240380300000,224038030000,2,24,03,803,0000,0
2240380310000,224038031000,2,24,03,803,1000,0
2240390010000,224039001000,2,24,03,900,1000,0
2240390020000,224039002000,2,24,03,900,2000,0
2240390030000,224039003000,2,24,03,900,3000,0
2240390040000,224039004000,2,24,03,900,4000,0
2240390050000,224039005000,2,24,03,900,5000,0
2240390060000,224039006000,2,24,03,900,6000,0
2240390070000,224039007000,2,24,03,900,7000,0
2240390080000,224039008000,2,24,03,900,8000,0
2240390090000,224039009000,2,24,03,900,9000,0
2240390100000,224039010000,2,24,03,901,0000,0
2240390110000,224039011000,2,24,03,901,1000,0
2240390120000,224039012000,2,24,03,901,2000,0
2240390130000,224039013000,2,24,03,901,3000,0
2240390140000,224039014000,2,24,03,901,4000,0
2240390150000,224039015000,2,24,03,901,5000,0
2240400010000,224040001000,2,24,04,000,1000,0
2240400020000,224040002000,2,24,04,000,2000,0
2240400050000,224040005000,2,24,04,000,5000,0
2240400080000,224040008000,2,24,04,000,8000,0
2240400090000,224040009000,2,24,04,000,9000,0
2240400100000,224040010000,2,24,04,001,0000,0
2240400110000,224040011000,2,24,04,001,1000,0
2240400120000,224040012000,2,24,04,001,2000,0
2240400130000,224040013000,2,24,04,001,3000,0
2240400140000,224040014000,2,24,04,001,4000,0
2240400150000,224040015000,2,24,04,001,5000,0
2240400170000,224040017000,2,24,04,001,7000,0
2240400180000,224040018000,2,24,04,001,8000,0
2240400190000,224040019000,2,24,04,001,9000,0
2240400230000,224040023000,2,24,04,002,3000,0
2240400230000,224040023000,2,24,04,002,3000,0
2240400240000,224040024000,2,24,04,002,4000,0
2240400250000,224040025000,2,24,04,002,5000,0
2240400260000,224040026000,2,24,04,002,6000,0
2240400270001,224040027000,2,24,04,002,7000,1
2240400290000,224040029000,2,24,04,002,9000,0
2240400300000,224040030000,2,24,04,003,0000,0
2240400310001,224040031000,2,24,04,003,1000,1
2240400310002,224040031000,2,24,04,003,1000,2
2240400320000,224040032000,2,24,04,003,2000,0
2240400320000,224040032000,2,24,04,003,2000,0
2240400330000,224040033000,2,24,04,003,3000,0
2240400340000,224040034000,2,24,04,003,4000,0
2240400350000,224040035000,2,24,04,003,5000,0
2240400360000,224040036000,2,24,04,003,6000,0
2240400370000,224040037000,2,24,04,003,7000,0
2240400380000,224040038000,2,24,04,003,8000,0
2240400390001,224040039000,2,24,04,003,9000,1
2240400390002,224040039000,2,24,04,003,9000,2
2240400400000,224040040000,2,24,04,004,0000,0
2240400400000,224040040000,2,24,04,004,0000,0
