TMK13,Bedrooms
2380690410000,4.0
2380690420000,4.0
2380690430000,4.0
2380690430000,2.0
2380690440000,4.0
2380690450000,3.0
2380690460000,3.0
2380690470000,4.0
2380690480000,6.0
2380690490000,6.0
2380690500000,3.0
2380690510000,3.0
2380690520000,3.0
2380690530000,4.0
2380690540000,2.0
2380690550000,3.0
2380690550000,1.0
2380690560000,3.0
2380690570000,4.0
2380690580000,4.0
2380690590000,4.0
2380690600000,3.0
2380690610000,6.0
2380690620000,5.0
2380690630000,3.0
2380690640000,3.0
2380690650000,4.0
2380690660000,3.0
2380690660000,4.0
2380690670000,8.0
2380690680000,6.0
2380690690000,7.0
2380690700000,6.0
2380690710000,3.0
2380690710000,2.0
2380690720000,5.0
2380690730000,3.0
2380690730000,2.0
2380690740000,4.0
2380690740000,6.0
2380690750000,5.0
2380690750000,2.0
2380690760000,3.0
2380690770000,3.0
2380690770000,2.0
2380700010000,9.0
2380700020000,7.0
2380700030000,3.0
2380700030000,2.0
2380700040000,5.0
2380700040000,2.0
2380700050000,3.0
2380700050000,2.0
2380700060000,3.0
2380700060000,2.0
2380700070000,4.0
2380700080000,6.0
2380700090000,6.0
2380700090000,2.0
2380700100000,6.0
2380700110000,12.0
2380700120000,10.0
2380700120000,2.0
2380700130000,7.0
2380700140000,3.0
2380700150000,3.0
2380700160000,8.0
2380700170000,6.0
2380700180000,4.0
2380700190000,3.0
2380700190000,2.0
2380700200000,7.0
2380700200000,2.0
2380700210000,4.0
2380700210000,2.0
2380700220000,2.0
2380700220000,1.0
2380700230000,6.0
2380700240000,6.0
2380700240000,2.0
2380700250000,8.0
2380700260000,5.0
2380700260000,1.0
2380700270000,3.0
2380700280000,3.0
2380700290000,7.0
2380700300000,3.0
2380700310000,9.0
2380700320000,3.0
2380700320000,4.0
2380700330000,9.0
2380700340000,3.0
2380700340000,2.0
2380700350000,3.0
2380700350000,4.0
2380700360000,3.0
2380700360000,5.0
2380700370000,3.0
2380700380000,3.0
2380700390000,6.0
2380700400000,3.0
2380700400000,2.0
2380700410000,3.0
2380700420000,5.0
2380700420000,2.0
2380700430000,5.0
2380700440000,3.0
2380700450000,3.0
2380700450000,2.0
2380700460000,3.0
2380700470000,6.0
2380700480000,6.0
2380700490000,3.0
2380700500000,3.0
2380700500000,2.0
2380700510000,6.0
2380700520000,3.0
2380700530000,3.0
2380700530000,3.0
2380700540000,8.0
2380700540000,2.0
2380700550000,4.0
2380700560000,6.0
2380700570000,2.0
2380700580000,5.0
2380700590000,6.0
2380700600000,3.0
2380700610000,3.0
2380700620000,3.0
2380700620000,2.0
2380700630000,6.0
2380700630000,2.0
2380700640000,3.0
2380700640000,2.0
2380700650000,3.0
2380700650000,2.0
2380700660000,3.0
2380700660000,2.0
2380700670000,7.0
2380700680000,3.0
2380700680000,2.0
2380700690000,9.0
2380700700000,3.0
2380700700000,2.0
2380700710000,3.0
2380700720000,9.0
2380700720000,2.0
2380700730000,6.0
2380700740000,3.0
2380700750000,10.0
2380700760000,8.0
2380700770000,4.0
2380700770000,2.0
2380700780000,5.0
2380700780000,2.0
2380700790000,3.0
2380700800000,2.0
2380700800000,3.0
2380700810000,5.0
2380710020000,3.0
2380710020000,2.0
2380710030000,4.0
2380710040000,8.0
2380710050000,4.0
2380710050000,1.0
2380710060000,3.0
2380710070000,3.0
2380710080000,4.0
2380710080000,2.0
2380710090000,5.0
2380710100000,3.0
2380710100000,2.0
2380710110000,7.0
2380710120000,3.0
2380710120000,2.0
2380710130000,3.0
2380710130000,2.0
2380710140000,3.0
2380710150000,3.0
2380710150000,1.0
2380710160000,2.0
2380710160000,2.0
2380710170000,3.0
2380710170000,2.0
2380710180000,4.0
2380710180000,2.0
2380710190000,5.0
2380710200000,3.0
2380710200000,2.0
2380710210000,5.0
2380710220000,4.0
2380710230000,5.0
2380710240000,4.0
2380710250000,3.0
2380710260000,3.0
2380710260000,5.0
2380710270000,7.0
2380710270000,3.0
2380710270000,2.0
2380710280000,13.0
2380710280000,2.0
2380710290000,7.0
2380710290000,4.0
2380710300000,6.0
2380710300000,2.0
2380710310000,7.0
2380710320000,3.0
2380710320000,2.0
2380710330000,4.0
2380710340000,6.0
2380710350000,7.0
2380710350000,2.0
2380710360000,3.0
2380710370000,3.0
2380710380000,5.0
2380710390000,3.0
2380710400000,5.0
2380710410000,3.0
2380710420000,7.0
2380710430000,3.0
2380710440000,2.0
2380710440000,2.0
2380710450000,9.0
2380710460000,3.0
2380710460000,2.0
2380710470000,5.0
2380710470000,2.0
2380710480000,3.0
2380710490000,3.0
2380710500000,7.0
2380710510000,5.0
2380710510000,2.0
2380710520000,5.0
2380710530000,3.0
2380710540000,3.0
2380710550000,5.0
2380710560000,7.0
2380710570000,5.0
2380710580000,3.0
2380710590000,4.0
2380710600000,4.0
2380710610000,6.0
2380710620000,3.0
2380710620000,1.0
2380710630000,5.0
2380710640000,6.0
2380710650000,7.0
2380710660000,8.0
2380710670000,3.0
2380710680000,3.0
2380710690000,3.0
2380710690000,2.0
2380710700000,5.0
2380710710000,3.0
2380710710000,2.0
2380710720000,7.0
2380710730000,3.0
2380710730000,1.0
2380710740000,3.0
2380710740000,3.0
2380710750000,2.0
2380710760000,8.0
2380710770000,3.0
2380710770000,2.0
2380710780000,3.0
2380710790000,4.0
2380710840000,5.0
2380710840000,2.0
2380710850000,3.0
2380710850000,2.0
2380710860000,1.0
2380710860000,2.0
2380720010000,3.0
2380720020000,3.0
2380720030000,4.0
2380720040000,3.0
2380720050000,6.0
2380720060000,4.0
2380720070000,12.0
2380720080000,5.0
2380720090000,3.0
2380720100000,3.0
2380720110000,3.0
2380720120000,11.0
2380720130000,9.0
2380720140000,4.0
2380720140000,2.0
2380720150000,
2380720160000,4.0
2380720170000,3.0
2380720180000,3.0
2380720190000,3.0
2380720200000,3.0
2380720210000,3.0
2380720220000,3.0
2380720230000,3.0
2380720240000,5.0
2380720250000,3.0
2380720260000,3.0
2380720270000,3.0
2380720280000,3.0
2380720290000,3.0
2380720300000,3.0
2380720300000,4.0
2380720310000,3.0
2380720320000,4.0
2380720330000,4.0
2380720330000,3.0
2380720340000,3.0
2380720350000,3.0
2380720360000,8.0
2380720370000,5.0
2380720380000,4.0
2380720390000,9.0
2380720400000,7.0
2380720400000,2.0
2380720410000,6.0
2380720420000,3.0
2380720430000,6.0
2380720440000,7.0
2380720450000,3.0
2380720450000,3.0
2380720460000,4.0
2380720470000,6.0
2380720480000,5.0
2380720490000,3.0
2380720500000,3.0
2380720510000,7.0
2380720520000,5.0
2380720530000,2.0
2380720540000,3.0
2380720550000,5.0
2380720560000,4.0
2380720570000,3.0
2380720580000,5.0
2380720590000,8.0
2380720600000,4.0
2380720610000,6.0
2380720620000,3.0
2380720630000,3.0
2380720640000,4.0
2380720640000,2.0
2380720650000,3.0
2380720660000,3.0
2380720670000,4.0
2380720680000,3.0
2380730010000,3.0
2380730020000,5.0
2380730030000,3.0
2380730040000,3.0
2380730050000,5.0
2380730060000,3.0
2380730070000,4.0
2380730080000,4.0
2380730090000,6.0
2380730100000,8.0
2380730110000,4.0
2380730120000,4.0
2380730130000,5.0
2380730140000,2.0
2380730150000,3.0
2380730160000,3.0
2380730170000,4.0
2380730180000,5.0
2380730190000,3.0
2380730200000,3.0
2380730210000,2.0
2380730220000,3.0
2380730230000,2.0
2380730240000,4.0
2380730250000,5.0
2380730260000,3.0
2380730270000,3.0
2380730280000,2.0
2380730290000,3.0
2380730300000,3.0
2380730310000,5.0
2380730320000,5.0
2380730330000,4.0
2380730340000,6.0
2380730350000,5.0
2380730360000,3.0
2380730370000,4.0
2380730380000,3.0
2380730390000,5.0
2380730400000,7.0
2380730410000,7.0
2380730420000,4.0
2380730430000,3.0
2380730440000,3.0
2380730450000,4.0
2380730460000,2.0
2380730470000,4.0
2380730480000,3.0
2380730490000,3.0
2380730500000,4.0
2380730510000,6.0
2380730520000,3.0
2380730530000,2.0
2380730540000,6.0
2380730550000,4.0
2380730560000,2.0
2380730570000,2.0
2380730580000,4.0
2380730590000,6.0
2380730600000,3.0
2380730610000,3.0
2380730620000,3.0
2380730630000,3.0
2380730640000,3.0
2380740010000,3.0
2380740010000,3.0
2380740010000,3.0
2380740010000,1.0
2380740010000,4.0
2380740020000,6.0
2380740030000,3.0
2380740040000,3.0
2380740040000,2.0
2380740050000,4.0
2380740060000,3.0
2380740060000,1.0
2380740070000,3.0
2380740080000,3.0
2380740080000,2.0
2380740090000,3.0
2380740100000,3.0
2380740110000,3.0
2380740120000,6.0
2380740130000,3.0
2380740130000,2.0
2380740140000,3.0
2380740140000,1.0
2380740150000,6.0
2380740150000,1.0
2380740160000,3.0
2380740170000,3.0
2380740170000,2.0
2380740170000,2.0
2380740180000,3.0
2380740180000,2.0
2380740190000,4.0
2380740190000,2.0
2380740200000,3.0
2380740210000,3.0
2380740220000,3.0
2380740230000,4.0
2380740240000,3.0
2380740250000,3.0
2380740260000,3.0
2380740270000,3.0
2380740280000,3.0
2380740290000,7.0
2380740300000,3.0
2380740310000,3.0
2380740320000,3.0
2380740330000,3.0
2380740340000,5.0
2380740350000,3.0
2380740350000,2.0
2380740360000,4.0
2380740370000,3.0
2380740380000,3.0
2380740390000,4.0
2380740400000,3.0
2380740410000,3.0
2380740420000,3.0
2380740420000,2.0
2380740430000,5.0
2380740440000,3.0
2380740450000,3.0
2380740460000,6.0
2380740470000,8.0
2380740480000,3.0
2380740490000,8.0
2380740500000,8.0
2380740510000,3.0
2380740510000,2.0
2380740520000,5.0
2380740530000,3.0
2380740540000,3.0
2380740550000,3.0
2380740560000,3.0
2380740570000,6.0
2380740580000,3.0
2380740590000,3.0
2380740600000,3.0
2380740610000,3.0
2380740620000,3.0
2380740630000,4.0
2380740640000,3.0
2380740650000,3.0
2380740660000,3.0
2380740670000,4.0
2380740680000,3.0
2380740690000,5.0
2380740700000,5.0
2380740710000,4.0
2380740720000,3.0
2380740730000,3.0
2380740730000,2.0
2380740740000,3.0
2380740740000,2.0
2380740750000,4.0
2380740750000,1.0
2380740760000,3.0
2380740770000,3.0
2380740780000,3.0
2380740790000,3.0
2380740800000,6.0
2380740810000,5.0
2380740820000,3.0
2380740830000,3.0
2380740840000,5.0
2380740850000,3.0
2380740860000,1.0
2380740870000,6.0
2380740880000,3.0
2380740880000,2.0
2380740890000,3.0
2380740900000,3.0
2380740910001,3.0
2380740910002,1.0
2380740920000,3.0
2380740930000,3.0
2380740940000,3.0
2380740950000,3.0
2380740960000,3.0
2380740970000,3.0
2380740980000,3.0
2380740980000,2.0
2380740990000,3.0
2380741000000,3.0
2380741000000,2.0
2380741010000,3.0
2380741010000,2.0
2380741020000,5.0
2380741030000,3.0
2380741040000,4.0
2380741050000,9.0
2380741060000,3.0
2380741070000,3.0
2380741080000,3.0
2380741080000,2.0
2380741090000,4.0
2380741100000,3.0
2380741110000,3.0
2380741120000,5.0
2380741120000,2.0
2380741130000,3.0
2380741130000,2.0
2380741140000,5.0
2380741150000,7.0
2380741160000,3.0
2380741170000,3.0
2380741180000,3.0
2380741190000,3.0
2380741200000,3.0
2380741210000,3.0
2380741220000,4.0
2380741250000,5.0
2380741260000,5.0
2380741270000,3.0
2380741280000,3.0
2380741290000,3.0
2380741300000,5.0
2380741310000,4.0
2380750010000,2.0
2380750020000,1.0
2380750030000,2.0
2380750040000,3.0
2380750050000,2.0
2380750060000,2.0
2380750070000,2.0
2380750080000,3.0
2380750090000,2.0
2380750100000,2.0
2380750110000,3.0
2380750120000,2.0
2380750130000,2.0
2380750140000,2.0
2380750150000,1.0
2380750160000,2.0
2380750170000,4.0
2380750180000,2.0
2380750190000,3.0
2380750200000,2.0
2380750210000,5.0
2380750220000,1.0
2380750230000,1.0
2380750240000,2.0
2380750250000,3.0
2380750260000,2.0
2380750270000,3.0
2380750280000,2.0
2380750290000,2.0
2380750300000,2.0
2380750310000,2.0
2380750320000,2.0
2380750330000,6.0
2380750340000,6.0
2380750350000,3.0
2380750360000,3.0
2380750370000,6.0
2380750380000,6.0
2380750390000,3.0
2380750400000,5.0
2380750410000,3.0
2380750420000,4.0
2380750430000,3.0
2380750440000,2.0
2380750450000,3.0
2380750460000,7.0
2380750470000,6.0
2380750480000,5.0
2380750490000,5.0
2380750500000,5.0
2380750510000,5.0
2380750520000,4.0
2380750530000,3.0
2380750540000,5.0
2380750550000,4.0
2380750560000,3.0
2380750570000,6.0
2380750580000,4.0
2380750590000,3.0
2380750600000,5.0
2380750610000,3.0
2380750620000,4.0
2380750630000,5.0
2380750640000,6.0
2380750650000,5.0
2380750660000,5.0
2380750670000,4.0
2380750680000,2.0
2380750690000,6.0
2380750700000,6.0
2380750710000,3.0
2380750720000,5.0
2380750730000,3.0
2380750740000,3.0
2380750750000,2.0
2380750760000,3.0
2380750770000,8.0
2380750780000,5.0
2380750790000,3.0
2380750800000,6.0
2380750810000,3.0
2380750820000,6.0
2380750830000,3.0
2380750840000,3.0
2380750850000,2.0
2380750860000,6.0
2380750870000,3.0
2380750880000,3.0
2380760010000,3.0
2380760020000,6.0
2380760020000,1.0
2380760030000,4.0
2380760030000,2.0
2380760040000,3.0
2380760050000,3.0
2380760060000,3.0
2380760070000,3.0
2380760080000,3.0
2380760090000,5.0
2380760100000,3.0
2380760110000,5.0
2380760120000,5.0
2380760120000,2.0
2380760130000,3.0
2380760130000,2.0
2380760140000,3.0
2380760150000,7.0
2380760160000,4.0
2380760170000,3.0
2380760180000,3.0
2380760190000,3.0
2380760200000,3.0
2380760200000,1.0
2380760210000,6.0
2380760220000,6.0
2380760220000,2.0
2380760230000,6.0
2380760240000,5.0
2380760250000,3.0
2380760250000,2.0
2380760260000,3.0
2380760260000,1.0
2380760270000,5.0
2380760280000,5.0
2380760290000,3.0
2380760300000,3.0
2380760310000,3.0
2380760320000,6.0
2380760330000,3.0
2380760330000,2.0
2380760340000,6.0
2380760340000,2.0
2380760350000,3.0
2380760360000,3.0
2380760370000,3.0
2380760380000,4.0
2380760390000,3.0
2380760400000,7.0
2380760410000,8.0
2380760420000,3.0
2380760430000,6.0
2380760440000,3.0
2380760450000,3.0
2380760460000,4.0
2380760470000,5.0
2380760480000,3.0
2380760490000,3.0
2380760490000,2.0
2380760500000,3.0
2380760510000,5.0
2380760520000,3.0
2380760530000,3.0
2380760540000,6.0
2380760550000,3.0
2380760560000,3.0
2380760570000,3.0
2380760580000,3.0
2380760590000,4.0
2380760600000,3.0
2380760610000,3.0
2380760620000,3.0
2380760630000,5.0
2380760640000,3.0
2380760650000,3.0
2380760660000,8.0
2380760670000,5.0
2380760680000,3.0
2380760690000,3.0
2380760700000,3.0
2380760710000,3.0
2380760720000,4.0
2380760730000,3.0
2380760740000,3.0
2380760750000,3.0
2380760750000,1.0
2380760760000,3.0
2380760760000,1.0
2380760770000,3.0
2380760780000,3.0
2380760790000,3.0
2380760800000,3.0
2380760810000,3.0
2380760820000,3.0
2380760830000,3.0
2380760840000,3.0
2380760850000,4.0
2380760860000,3.0
2380760870000,3.0
2380760880000,3.0
2380760890000,3.0
2380760900000,5.0
2380760910000,3.0
2380760920000,3.0
2380760930000,4.0
2380760930000,2.0
2380760940000,4.0
2380760950000,3.0
2380760960000,3.0
2380760960000,5.0
2380760970000,3.0
2380760980000,4.0
2380760990000,6.0
2380761000000,3.0
2380761000000,2.0
2380761010000,5.0
2380761020000,8.0
2380761030000,3.0
2380761040000,6.0
2380761050000,3.0
2380761060000,7.0
2380761070000,6.0
2380761080000,3.0
2380761080000,2.0
2380761090000,3.0
2380761100000,5.0
2380761110000,3.0
2380761120000,3.0
2380761120000,2.0
2380761130000,6.0
2380761140000,9.0
2380761150000,3.0
2380761160000,4.0
2380761170000,3.0
2380761180000,3.0
2380761190000,3.0
2380761200000,4.0
2380761210000,3.0
2380761220000,4.0
2380761230000,3.0
2380761240000,5.0
2380761250000,4.0
2380761260000,4.0
2380761270000,5.0
2380761280000,3.0
2380761290000,7.0
2380761300000,5.0
2380761310000,3.0
2380761310000,2.0
2380761320000,3.0
2380761330000,4.0
2380761340000,3.0
2380761350000,3.0
2380761360000,5.0
2380761370000,7.0
2380761380000,3.0
2380761390000,4.0
2380761400000,7.0
2380761410000,5.0
2380761420000,3.0
2380761430000,3.0
2380761440000,3.0
2380761450000,4.0
2380761460000,3.0
2380761470000,3.0
2380761480000,4.0
2380761480000,2.0
2380761490000,4.0
2380761490000,1.0
2380761500000,3.0
2380761510000,3.0
2380761520000,3.0
2380761520000,2.0
2380761530000,4.0
2380761540000,4.0
2380761550000,3.0
2380761560000,3.0
2380761560000,1.0
2380761570000,3.0
2380761570000,4.0
2380761580000,3.0
2380761590000,4.0
2380761600000,3.0
2380761610000,3.0
2380761620000,3.0
2380761630000,3.0
2380761640000,4.0
2380770010001,2.0
2380770010002,2.0
2380770010003,2.0
2380770010004,2.0
2380770010005,2.0
2380770010006,2.0
2380770010007,2.0
2380770010008,2.0
2380770010009,2.0
2380770010010,2.0
2380770010011,2.0
2380770010012,2.0
2380770010013,2.0
2380770010014,2.0
2380770010015,2.0
2380770010016,2.0
2380770010017,2.0
2380770010018,2.0
2380770010019,2.0
2380770010020,2.0
2380770010021,2.0
2380770010022,2.0
2380770010023,2.0
2380770010024,2.0
2380770010025,2.0
2380770010026,2.0
2380770010027,2.0
2380770010028,2.0
2380770010029,2.0
2380770010030,2.0
2380770010031,2.0
2380770010032,2.0
2380770010033,2.0
2380770010034,2.0
2380770010035,2.0
2380770010036,2.0
2380770010037,2.0
2380770010038,2.0
2380770010039,2.0
2380770010040,2.0
2380770010041,2.0
2380770010042,2.0
2380770010043,2.0
2380770010044,2.0
2380770010045,2.0
2380770010046,2.0
2380770010047,2.0
2380770010048,2.0
2380770010049,2.0
2380770010050,2.0
2380770010051,2.0
2380770010052,2.0
2380770010053,2.0
2380770010054,2.0
2380770010055,2.0
2380770010056,2.0
2380770010057,2.0
2380770010058,2.0
2380770010059,2.0
2380770010060,2.0
2380770010061,2.0
2380770010062,2.0
2380770010063,2.0
2380770010064,2.0
2380770010065,2.0
2380770010066,2.0
2380770010067,2.0
2380770010068,2.0
2380770010069,2.0
2380770010070,2.0
2380770010071,2.0
2380770010072,2.0
2380770010073,2.0
2380770010074,2.0
2380770010075,2.0
2380770010076,2.0
2380770010077,2.0
2380770010078,2.0
2380770010079,2.0
2380770010080,2.0
2380770010081,2.0
2380770010082,2.0
2380770010083,2.0
2380770010084,2.0
2380770010085,2.0
2380770010086,2.0
2380770010087,2.0
2380770010088,2.0
2380770010089,2.0
2380770010090,2.0
2380770010091,2.0
2380770010092,2.0
2380770010093,2.0
2380770010094,2.0
2380770010095,2.0
2380770010096,2.0
2380770010097,2.0
2380770010098,2.0
2380770010099,2.0
2380770010100,2.0
2380770010101,2.0
2380770010102,2.0
2380770010103,2.0
2380770010104,2.0
2380770010105,2.0
2380770010106,2.0
2380770010107,2.0
2380770010108,2.0
2380770010109,2.0
2380770010110,2.0
2380770010111,2.0
2380770010112,2.0
2380770010113,2.0
2380770010114,2.0
2380770010115,2.0
2380770010116,2.0
2380770010117,2.0
2380770010118,2.0
2380770010119,2.0
2380770010120,2.0
2380770010121,2.0
2380770010122,2.0
2380770010123,2.0
2380770010124,2.0
2380770010125,2.0
2380770010126,2.0
2380770010127,2.0
2380770010128,2.0
2380770020001,2.0
2380770020002,2.0
2380770020003,2.0
2380770020004,2.0
2380770020005,2.0
2380770020006,2.0
2380770020007,2.0
2380770020008,2.0
2380770020009,2.0
2380770020010,2.0
2380770020011,2.0
2380770020012,2.0
2380770020013,2.0
2380770020014,2.0
2380770020015,2.0
2380770020016,2.0
2380770020017,2.0
2380770020018,2.0
2380770020019,2.0
2380770020020,2.0
2380770020021,2.0
2380770020022,2.0
2380770020023,2.0
2380770020024,2.0
2380770020025,2.0
2380770020026,2.0
2380770020027,2.0
2380770020028,2.0
2380770020029,2.0
2380770020030,2.0
2380770020031,2.0
2380770020032,2.0
2380770020033,2.0
2380770020034,2.0
2380770020035,2.0
2380770020036,2.0
2380770020037,2.0
2380770020038,2.0
2380770020039,2.0
2380770020040,2.0
2380770020041,2.0
2380770020042,2.0
2380770020043,2.0
2380770020044,2.0
2380770020045,2.0
2380770020046,2.0
2380770020047,2.0
2380770020048,2.0
2380770020049,2.0
2380770020050,2.0
2380770020051,2.0
2380770020052,2.0
2380770020053,2.0
2380770020054,2.0
2380770020055,2.0
2380770020056,2.0
2380770020057,2.0
2380770020058,2.0
2380770020059,2.0
2380770020060,2.0
2380770020061,2.0
2380770020062,2.0
2380770020063,2.0
2380770020064,2.0
2380770020065,2.0
2380770020066,2.0
2380770020067,2.0
2380770020068,2.0
2380770020069,2.0
2380770020070,2.0
2380770020071,2.0
2380770020072,2.0
2380770020073,2.0
2380770020074,2.0
2380770020075,2.0
2380770020076,2.0
2380770020077,2.0
2380770020078,2.0
2380770020079,2.0
2380770020080,2.0
2380770020081,2.0
2380770020082,2.0
2380770020083,2.0
2380770020084,2.0
2380770020085,2.0
2380770020086,2.0
2380770020087,2.0
2380770020088,2.0
2380770020089,2.0
2380770020090,2.0
2380770020091,2.0
2380770020092,2.0
2380770020093,2.0
2380770020094,2.0
2380770020095,2.0
2380770020096,2.0
2380770020097,2.0
2380770020098,2.0
2380770020099,2.0
2380770020100,2.0
2380770030001,2.0
2380770030002,2.0
2380770030003,2.0
2380770030004,2.0
2380770030005,2.0
2380770030006,2.0
2380770030007,2.0
2380770030008,2.0
2380770030009,2.0
2380770030010,2.0
2380770030011,2.0
2380770030012,2.0
2380770030013,2.0
2380770030014,2.0
2380770030015,2.0
2380770030016,2.0
2380770030017,2.0
2380770030018,2.0
2380770030019,2.0
2380770030020,2.0
2380770030021,2.0
2380770030022,2.0
2380770030023,2.0
2380770030024,2.0
2380770030025,2.0
2380770030026,2.0
2380770030027,2.0
2380770030028,2.0
2380770030029,2.0
2380770030030,2.0
2380770030031,2.0
2380770030032,2.0
2380770030033,2.0
2380770030034,2.0
2380770030035,2.0
2380770030036,2.0
2380770030037,2.0
2380770030038,2.0
2380770030039,2.0
2380770030040,2.0
2380770030041,2.0
2380770030042,2.0
2380770030043,2.0
2380770030044,2.0
2380770030045,2.0
2380770030046,2.0
2380770030047,2.0
2380770030048,2.0
2380770030049,2.0
2380770030050,2.0
2380770030051,2.0
2380770030052,2.0
2380770030053,2.0
2380770030054,2.0
2380770030055,2.0
2380770030056,2.0
2380770030057,2.0
2380770030058,2.0
2380770030059,2.0
2380770030060,2.0
2380770030061,2.0
2380770030062,2.0
2380770030063,2.0
2380770030064,2.0
2380770030065,2.0
2380770030066,2.0
2380770030067,2.0
2380770030068,2.0
2380770030069,2.0
2380770030070,2.0
2380770030071,2.0
2380770030072,2.0
2380770030073,2.0
2380770030074,2.0
2380770030075,2.0
2380770030076,2.0
2380770030077,2.0
2380770030078,2.0
2380770030079,2.0
2380770030080,2.0
2380770120001,2.0
2380770120002,2.0
2380770120003,2.0
2380770120004,2.0
2380770120005,2.0
2380770120006,2.0
2380770120007,2.0
2380770120008,2.0
2380770120009,2.0
2380770120010,2.0
2380770120011,2.0
2380770120012,2.0
2380770120013,2.0
2380770120014,2.0
2380770120015,2.0
2380770120016,2.0
2380770120017,2.0
2380770120018,2.0
2380770120019,2.0
2380770120020,2.0
2380770120021,2.0
2380770120022,2.0
2380770120023,2.0
2380770120024,2.0
2380770120025,2.0
2380770120026,2.0
2380770120027,2.0
2380770120028,2.0
2380770120029,2.0
2380770120030,2.0
2380770120031,2.0
2380770120032,2.0
2380770120033,2.0
2380770120034,2.0
2380770120035,2.0
2380770120036,2.0
2380770120037,2.0
2380770120038,2.0
2380770120039,2.0
2380770120040,2.0
2380770120041,2.0
2380770120042,2.0
2380770120043,2.0
2380770120044,2.0
2380770120045,2.0
2380770120046,2.0
2380770120047,2.0
2380770120048,2.0
2380770120049,2.0
2380770120050,2.0
2380770120051,2.0
2380770120052,2.0
2380770120053,2.0
2380770120054,2.0
2380770120055,2.0
2380770120056,2.0
2380770120057,2.0
2380770120058,2.0
2380770120059,2.0
2380770120060,2.0
2380770120061,2.0
2380770120062,2.0
2380770120063,2.0
2380770120064,2.0
2380770120065,2.0
2380770120066,2.0
2380770120067,2.0
2380770120068,2.0
2380770130001,2.0
2380770130002,2.0
2380770130003,2.0
2380770130004,2.0
2380770130005,2.0
2380770130006,2.0
2380770130007,2.0
2380770130008,2.0
2380770130009,2.0
2380770130010,2.0
2380770130011,2.0
2380770130012,2.0
2380770130013,2.0
2380770130014,2.0
2380770130015,2.0
2380770130016,2.0
2380770130017,2.0
2380770130018,2.0
2380770130019,2.0
2380770130020,2.0
2380770130021,2.0
2380770130022,2.0
2380770130023,2.0
2380770130024,2.0
2380770130025,2.0
2380770130026,2.0
2380770130027,2.0
2380770130028,2.0
2380770130029,2.0
2380770130030,2.0
2380770130031,2.0
2380770130032,2.0
2380770130033,2.0
2380770130034,2.0
2380770130035,2.0
2380770130036,2.0
2380770130037,2.0
2380770130038,2.0
2380770130039,2.0
2380770130040,2.0
2380770130041,2.0
2380770130042,2.0
2380770130043,2.0
2380770130044,2.0
2380770130045,2.0
2380770130046,2.0
2380770130047,2.0
2380770130048,2.0
2380770130049,2.0
2380770130050,2.0
2380770130051,2.0
2380770130052,2.0
2380770130053,2.0
2380770130054,2.0
2380770130055,2.0
2380770130056,2.0
2380770130057,2.0
2380770130058,2.0
2380770130059,2.0
2380770130060,2.0
2380770130061,2.0
2380770130062,2.0
2380770130063,2.0
2380770130064,2.0
2380770130065,2.0
2380770130066,2.0
2380770130067,2.0
2380770130068,2.0
2380770130069,2.0
2380770130070,2.0
2380770130071,2.0
2380770130072,2.0
2380770130073,2.0
2380770130074,2.0
2380770130075,2.0
2380770130076,2.0
2380770140001,2.0
2380770140002,2.0
2380770140003,2.0
2380770140004,2.0
2380770140005,2.0
2380770140006,2.0
2380770140007,2.0
2380770140008,2.0
2380770140009,2.0
2380770140010,2.0
2380770140011,2.0
2380770140012,2.0
2380770140013,2.0
2380770140014,2.0
2380770140015,2.0
2380770140016,2.0
2380770140017,2.0
2380770140018,2.0
2380770140019,2.0
2380770140020,2.0
2380770140021,2.0
2380770140022,2.0
2380770140023,2.0
2380770140024,2.0
2380770140025,2.0
2380770140026,2.0
2380770140027,2.0
2380770140028,2.0
2380770140029,2.0
2380770140030,2.0
2380770140031,2.0
2380770140032,2.0
2380770140033,2.0
2380770140034,2.0
2380770140035,2.0
2380770140036,2.0
2380770140037,2.0
2380770140038,2.0
2380770140039,2.0
2380770140040,2.0
2380770140041,2.0
2380770140042,2.0
2380770140043,2.0
2380770140044,2.0
2380770140045,2.0
2380770140046,2.0
2380770140047,2.0
2380770140048,2.0
2380770140049,2.0
2380770140050,2.0
2380770140051,2.0
2380770140052,2.0
2380770140053,2.0
2380770140054,2.0
2380770140055,2.0
2380770140056,2.0
2380770140057,2.0
2380770140058,2.0
2380770140059,2.0
2380770140060,2.0
2380770140061,2.0
2380770140062,2.0
2380770140063,2.0
2380770140064,2.0
2380770140065,2.0
2380770140066,2.0
2380770140067,2.0
2380770140068,2.0
2380770140069,2.0
2380770140070,2.0
2380770140071,2.0
2380770140072,2.0
2380770140073,2.0
2380770140074,2.0
2380770140075,2.0
2380770140076,2.0
2380770140077,2.0
2380770140078,2.0
2380770140079,2.0
2380770140080,2.0
2380780010000,2.0
2380780020000,4.0
2380780030000,3.0
2380780040000,3.0
2380780050000,2.0
2380780060000,4.0
2380780070000,3.0
2380780080000,5.0
2380780090000,3.0
2380780100000,4.0
2380780110000,3.0
2380780120000,3.0
2380780130000,4.0
2380780140000,3.0
2380780150000,3.0
2380780160000,3.0
2380780170000,5.0
2380780180000,3.0
2380780190000,5.0
2380780200000,3.0
2380780210000,3.0
2380780220000,4.0
2380780230000,3.0
2380780240000,4.0
