TMK13,Bedrooms
2260130100001,4.0
2260130100002,3.0
2260130100003,4.0
2260130100004,2.0
2260130100005,3.0
2260130100006,4.0
2260130100007,3.0
2260130110000,4.0
2260130110000,2.0
2260130120000,3.0
2260130130000,2.0
2260130140000,2.0
2260130140000,3.0
2260130150001,5.0
2260130160000,2.0
2260130160000,4.0
2260130180000,4.0
2260130190000,2.0
2260130200000,2.0
2260130200000,2.0
2270010010000,4.0
2270010010000,1.0
2270010010000,
2270010020000,3.0
2270010030000,3.0
2270010030000,2.0
2270010040000,3.0
2270010050000,3.0
2270010060000,3.0
2270010070000,3.0
2270010070000,1.0
2270010090000,1.0
2270010090000,2.0
2270010100000,3.0
2270010110000,3.0
2270010120000,2.0
2270010140000,3.0
2270010160000,3.0
2270010190000,1.0
2270010190000,1.0
2270010190000,3.0
2270010200000,3.0
2270010200000,3.0
2270010210000,3.0
2270010210000,1.0
2270010220000,3.0
2270010220000,3.0
2270010230000,3.0
2270010230000,2.0
2270010240000,2.0
2270010250000,2.0
2270010260000,2.0
2270010270000,3.0
2270010270000,3.0
2270010290000,3.0
2270010300000,3.0
2270010300000,
2270010320000,3.0
2270010320000,2.0
2270010320000,3.0
2270010330000,2.0
2270010340000,3.0
2270010350000,1.0
2270010350000,2.0
2270010360000,3.0
2270010370000,3.0
2270010370000,2.0
2270010380001,3.0
2270010380002,3.0
2270010390000,3.0
2270010400000,3.0
2270010400000,2.0
2270010410000,3.0
2270010410000,1.0
2270010420000,3.0
2270010420000,1.0
2270010430000,3.0
2270010440000,3.0
2270010450000,3.0
2270010480000,3.0
2270010480000,2.0
2270010490000,3.0
2270010490000,2.0
2270010500000,3.0
2270010500000,1.0
2270010510000,2.0
2270010520000,3.0
2270010520000,2.0
2270010530000,3.0
2270010550000,3.0
2270010550000,3.0
2270010560000,3.0
2270010570000,3.0
2270010570000,2.0
2270010570000,1.0
2270010590000,4.0
2270010590000,1.0
2270010590000,3.0
2270010600000,3.0
2270010610000,3.0
2270010620000,2.0
2270010620000,1.0
2270010630000,3.0
2270010640000,3.0
2270010640000,3.0
2270010640000,3.0
2270010650000,2.0
2270010660000,3.0
2270010660000,1.0
2270010670000,1.0
2270010670000,3.0
2270010720000,5.0
2270010730000,3.0
2270010730000,3.0
2270010740000,4.0
2270010760000,2.0
2270010790000,4.0
2270010800000,3.0
2270010840000,3.0
2270010870000,3.0
2270010870000,3.0
2270010880000,3.0
2270010880000,2.0
2270010880000,
2270010900000,4.0
2270010900000,2.0
2270010910000,3.0
2270010920000,2.0
2270010930000,5.0
2270010930000,1.0
2270010940000,3.0
2270010940000,2.0
2270010950000,3.0
2270010950000,2.0
2270010960000,2.0
2270010980000,3.0
2270010980000,1.0
2270010980000,2.0
2270010990000,2.0
2270010990000,1.0
2270010990000,1.0
2270011000000,1.0
2270011000000,1.0
2270011020000,2.0
2270011020000,1.0
2270011030000,2.0
2270011040000,2.0
2270011040000,5.0
2270011050000,2.0
2270011050000,2.0
2270011070000,3.0
2270011080000,4.0
2270011080000,2.0
2270011110000,4.0
2270011110000,2.0
2270011120000,3.0
2270011120000,3.0
2270011280000,2.0
2270011280000,2.0
2270011290000,4.0
2270020070000,4.0
2270020080000,4.0
2270020080000,1.0
2270020140000,3.0
2270020140000,1.0
2270020150000,3.0
2270020220001,4.0
2270020220002,1.0
2270020230000,3.0
2270020230000,0.0
2270020240000,2.0
2270020250000,1.0
2270020260000,1.0
2270020260000,3.0
2270020270000,2.0
2270020280000,1.0
2270020280000,4.0
2270020290000,4.0
2270020300000,1.0
2270020300000,2.0
2270020310000,3.0
2270020320000,4.0
2270020330000,3.0
2270020340000,3.0
2270020340000,4.0
2270020350000,3.0
2270020390000,3.0
2270020390000,3.0
2270020420000,4.0
2270020430000,3.0
2270020440000,5.0
2270020440000,1.0
2270020450000,4.0
2270020460000,2.0
2270020470000,3.0
2270020480000,2.0
2270020480000,2.0
2270020490000,3.0
2270020500000,5.0
2270020510000,3.0
2270020540000,3.0
2270020540000,3.0
2270020550000,2.0
2270020560000,2.0
2270020570000,3.0
2270020570000,1.0
2270020580000,3.0
2270020590000,
2270020590000,
2270020600001,4.0
2270020600002,2.0
2270020610000,1.0
2270020610000,3.0
2270020610000,1.0
2270020620000,3.0
2270020620000,1.0
2270020630000,3.0
2270020630000,2.0
2270020630000,
2270020640000,3.0
2270020640000,1.0
2270020640000,2.0
2270020650000,3.0
2270020650000,2.0
2270020650000,4.0
2270020660000,1.0
2270020660000,3.0
2270020660000,3.0
2270020670000,3.0
2270020670000,2.0
2270020680000,3.0
2270020690000,3.0
2270020700001,4.0
2270020700002,2.0
2270020710000,1.0
2270020710000,3.0
2270020720000,3.0
2270020720000,2.0
2270020720000,4.0
2270020730000,1.0
2270020730000,3.0
2270020750000,3.0
2270020750000,2.0
2270020770000,3.0
2270020790000,2.0
2270020790000,2.0
2270020800000,3.0
2270020810000,3.0
2270020830000,5.0
2270020830000,3.0
2270020840000,3.0
2270020840000,3.0
2270020850000,4.0
2270020860000,2.0
2270020860000,3.0
2270020870000,3.0
2270020870000,3.0
2270020880001,3.0
2270020910000,4.0
2270020910000,
2270020920000,3.0
2270020930000,2.0
2270020940000,3.0
2270020960000,2.0
2270020970000,3.0
2270020990000,4.0
2270021000000,3.0
2270021020000,3.0
2270021020000,3.0
2270021030000,3.0
2270021030000,2.0
2270021040000,5.0
2270021050000,4.0
2270021060000,5.0
2270021060000,1.0
2270021070000,3.0
2270021080000,4.0
2270021090000,4.0
2270021100000,3.0
2270021110000,3.0
2270021120000,4.0
2270021120000,3.0
2270021130000,4.0
2270021130000,3.0
2270021140000,3.0
2270021170000,3.0
2270021170000,3.0
2270021180000,3.0
2270021180000,2.0
2270021190000,3.0
2270021200000,2.0
2270021200000,
2270021210000,4.0
2270021210000,
2270021220000,2.0
2270021220000,3.0
2270021280000,1.0
2270021280000,
2270021290000,2.0
2270021300000,2.0
2270021300000,2.0
2270021310000,2.0
2270021310000,2.0
2270021310000,1.0
2270021320000,4.0
2270021320000,1.0
2270021330000,3.0
2270021330000,2.0
2270021340000,3.0
2270021350000,3.0
2270021380000,2.0
2270021390000,4.0
2270021390000,1.0
2270021400000,3.0
2270021400000,1.0
2270021410000,3.0
2270021420000,3.0
2270021420000,3.0
2270021430000,3.0
2270021430000,1.0
2270021440000,5.0
2270021450000,3.0
2270021490000,1.0
2270021490000,4.0
2270021500000,2.0
2270021500000,2.0
2270021530000,3.0
2270021530000,2.0
2270021530000,
2270021550000,3.0
2270021660000,3.0
2270021670000,3.0
2270021670000,3.0
2270021760000,3.0
2270030020000,3.0
2270030060000,1.0
2270030060000,2.0
2270030070000,3.0
2270030100000,3.0
2270030100000,2.0
2270030100000,2.0
2270030100000,3.0
2270030100000,7.0
2270030130000,4.0
2270030140000,5.0
2270030230000,1.0
2270030230000,3.0
2270030310000,3.0
2270030350000,2.0
2270030360000,4.0
2270030480000,3.0
2270030620000,3.0
2270030620000,2.0
2270030620000,
2270030620000,4.0
2270030640000,4.0
2270030640000,1.0
2270030650000,2.0
2270030730000,3.0
2270030770000,2.0
2270030780000,3.0
2270030780000,1.0
2270030850000,4.0
2270030860000,3.0
2270030860000,1.0
2270030870000,10.0
2270030870000,1.0
2270030880000,3.0
2270030880000,2.0
2270030910000,2.0
2270030930000,2.0
2270030950000,3.0
2270030950000,3.0
2270030960000,3.0
2270030960000,2.0
2270030970000,2.0
2270030980000,4.0
2270030990000,3.0
2270031000000,
2270031010000,3.0
2270031020000,2.0
2270031030000,3.0
2270031040000,1.0
2270031050000,1.0
2270031060000,3.0
2270031060000,2.0
2270031070000,3.0
2270031070000,2.0
2270031090000,4.0
2270031090000,1.0
2270031100000,4.0
2270031100000,
2270031110000,3.0
2270031120000,3.0
2270031130000,4.0
2270031140000,4.0
2270031140000,1.0
2270031150000,1.0
2270031150000,4.0
2270031160000,3.0
2270031170000,4.0
2270031180000,4.0
2270031190000,4.0
2270031190000,2.0
2270031200000,3.0
2270031210000,3.0
2270031220000,5.0
2270031230000,2.0
2270031230000,2.0
2270031240000,1.0
2270031240000,2.0
2270031250000,4.0
2270031260000,3.0
2270031270000,2.0
2270031270000,1.0
2270031270000,1.0
2270031280000,3.0
2270031290000,3.0
2270031290000,2.0
2270031300000,3.0
2270031300000,
2270031350000,1.0
2270031350000,2.0
2270031360000,3.0
2270031360000,1.0
2270031370000,3.0
2270031390000,4.0
2270031420000,3.0
2270031430000,3.0
2270031430000,2.0
2270040020000,3.0
2270040020000,1.0
2270040090000,3.0
2270040100000,1.0
2270040170000,5.0
2270040170000,3.0
2270040210001,3.0
2270040210002,3.0
2270040210003,3.0
2270040250001,4.0
2270040280000,3.0
2270040310000,3.0
2270040350000,1.0
2270040350000,
2270040370000,1.0
2270040380000,3.0
2270040440000,2.0
2270040440000,1.0
2270040450000,3.0
2270040460000,4.0
2270050010001,3.0
2270050010002,3.0
2270050020000,2.0
2270050030000,2.0
2270050040000,3.0
2270050050000,1.0
2270050060000,2.0
2270050080000,1.0
2270050080000,3.0
2270050080000,1.0
2270050090000,2.0
2270050090000,2.0
2270050100000,2.0
2270050110000,5.0
2270050120000,3.0
2270050120000,3.0
2270050130000,3.0
2270050130000,2.0
2270050150000,2.0
2270050150000,2.0
2270050150000,2.0
2270050190000,3.0
2270050190000,2.0
2270050210000,1.0
2270050210000,1.0
2270050220000,4.0
2270050220000,4.0
2270050240000,1.0
2270050270000,4.0
2270050270000,1.0
2270060010000,2.0
2270060020000,2.0
2270060020000,
2270060030000,2.0
2270060030000,3.0
2270060050000,2.0
2270060060000,4.0
2270060060000,4.0
2270060080000,3.0
2270060080000,3.0
2270060090000,2.0
2270060090000,2.0
2270060110000,2.0
2270060110000,4.0
2270060120000,3.0
2270060120000,2.0
2270060130000,4.0
2270060130000,2.0
2270060140000,2.0
2270060150000,4.0
2270060160000,3.0
2270060180000,2.0
2270060190000,4.0
2270060200000,3.0
2270060200000,4.0
2270060210000,4.0
2270060220000,3.0
2270060230000,3.0
2270060230000,2.0
2270060230000,2.0
2270060230000,2.0
2270060240000,3.0
2270060240000,2.0
2270060240000,1.0
2270060240000,3.0
2270060260000,3.0
2270060280000,2.0
2270060280000,2.0
2270060280000,2.0
2270060290000,3.0
2270060290000,5.0
2270060310000,1.0
2270060320000,3.0
2270060320000,1.0
2270060320000,3.0
2270060320000,3.0
2270060320000,2.0
2270060320000,3.0
2270060330001,2.0
2270060330002,3.0
2270060350000,3.0
2270060370000,2.0
2270060380000,4.0
2270060390000,3.0
2270060410000,3.0
2270060410000,1.0
2270060430000,2.0
2270060460000,3.0
2270060460000,0.0
2270060490000,1.0
2270060490000,1.0
2270060510000,3.0
2270060510000,3.0
2270060540000,3.0
2270060560000,3.0
2270060560000,1.0
2270060570000,3.0
2270060590000,3.0
2270060600000,2.0
2270060610000,2.0
2270060610000,3.0
2270060620000,3.0
2270060630000,4.0
2270060710000,1.0
2270060710000,1.0
2270060720000,3.0
2270060740000,2.0
2270060860000,3.0
2270060870000,3.0
2270060880000,4.0
2270060890000,3.0
2270060900000,4.0
2270060910000,2.0
2270060920000,5.0
2270060930000,3.0
2270060930000,2.0
2270060940000,7.0
2270060940000,1.0
2270060950000,3.0
2270060960000,3.0
2270060970000,4.0
2270060980000,3.0
2270060990000,3.0
2270061000000,4.0
2270061010000,5.0
2270061020000,3.0
2270061030000,2.0
2270061040000,3.0
2270061040000,
2270061050000,3.0
2270061050000,2.0
2270061060000,1.0
2270061060000,3.0
2270061080000,2.0
2270061090000,2.0
2270061100000,2.0
2270061110000,2.0
2270061120000,3.0
2270061130000,3.0
2270061140000,3.0
2270061150000,3.0
2270061160000,3.0
2270061170000,2.0
2270061180000,2.0
2270061200000,3.0
2270061210000,4.0
2270061220000,3.0
2270061240000,4.0
2270061250000,3.0
2270061260000,3.0
2270061320000,2.0
2270070070000,2.0
2270070070000,2.0
2270070080000,3.0
2270070090000,3.0
2270070090000,2.0
2270070090000,3.0
2270070090000,2.0
2270070090000,2.0
2270070110000,2.0
2270070130000,4.0
2270070130000,1.0
2270070130000,3.0
2270070200000,1.0
2270070200000,2.0
2270070230001,3.0
2270070230002,2.0
2270070230003,5.0
2270070350000,4.0
2270070370000,3.0
2270070370000,3.0
2270070390000,2.0
2270070400000,
2270070410000,1.0
2270070430000,3.0
2270070450000,3.0
2270070460000,3.0
2270070470000,3.0
2270070480000,2.0
2270070480000,4.0
2270070490000,3.0
2270070530000,2.0
2270070540000,3.0
2270070540000,2.0
2270070550000,4.0
2270070550000,1.0
2270070550000,2.0
2270070580000,3.0
2270070580000,3.0
2270070630000,4.0
2270070630000,2.0
2270070640000,5.0
2270070650000,4.0
2270070650000,4.0
2270070660000,3.0
2270070670000,3.0
2270070670000,1.0
2270070680000,3.0
2270070690000,3.0
2270070690000,3.0
2270070700000,3.0
2270070700000,2.0
2270070710000,1.0
2270070710000,3.0
2270070720000,2.0
2270070720000,1.0
2270070730000,1.0
2270070730000,2.0
2270070730000,2.0
2270070760001,3.0
2270070760002,2.0
2270070760003,3.0
2270070760004,3.0
2270070760005,2.0
2270070770001,1.0
2270070770001,2.0
2270070770001,
2270070770002,5.0
2270070770002,2.0
2270070770003,3.0
2270070780000,4.0
2270070800000,2.0
2270070820000,
2270080040000,5.0
2270080040000,2.0
2270080050000,2.0
2270080090000,
2270080100000,6.0
2270080100000,2.0
2270080130000,2.0
2270080140000,2.0
2270080150000,5.0
2270080200000,2.0
2270080200000,1.0
2270080200000,2.0
2270080200000,2.0
2270080210000,2.0
2270080210000,1.0
2270080220000,3.0
2270080230000,3.0
2270080260000,3.0
2270080290000,
2270080350001,2.0
2270080350002,3.0
2270080360000,2.0
2270080370000,6.0
2270080370000,2.0
2270080400000,3.0
2270080410000,5.0
2270080420000,2.0
2270080430000,3.0
2270080430000,2.0
2270080450000,1.0
2270080470000,2.0
2270080540000,3.0
2270080560000,2.0
2270080560000,3.0
2270080560000,3.0
2270080560000,3.0
2270080560000,3.0
2270080570000,2.0
2270080570000,3.0
2270080580000,3.0
2270080580000,4.0
2270080650000,1.0
2270080700000,2.0
2270080700000,1.0
2270080700000,
2270080710000,2.0
2270080710000,1.0
2270080770000,2.0
2270080770000,1.0
2270080870000,3.0
2270080940000,3.0
2270080990000,2.0
2270080990000,1.0
2270081000000,3.0
2270081010000,3.0
2270081020000,3.0
2270081040000,3.0
2270081050000,4.0
2270081060000,1.0
2270081060000,4.0
2270081070000,
2270081070000,2.0
2270081080000,3.0
2270081090000,2.0
2270081100000,4.0
2270081100000,3.0
2270081100000,2.0
2270081110000,3.0
2270081110000,2.0
2270081120000,3.0
2270081120000,2.0
2270081140000,4.0
2270081140000,2.0
2270081150000,1.0
2270081170000,1.0
2270081170000,
2270081170000,
2270081170000,
2270081180001,3.0
2270081180002,2.0
2270081190000,4.0
2270081190000,3.0
2270081210000,4.0
2270081220000,
2270081230001,3.0
2270081240000,2.0
2270081240000,4.0
2270081250000,2.0
2270081250000,
2270081280000,3.0
2270081280000,3.0
2270081280000,
2270081320000,5.0
2270081320000,2.0
2270081330000,2.0
2270081330000,2.0
2270081340000,3.0
2270081340000,3.0
2270081350000,5.0
2270081350000,1.0
2270081370001,4.0
2270081390000,4.0
2270081390000,2.0
2270081410000,4.0
2270081410000,2.0
2270081420000,3.0
2270081420000,2.0
2270081440000,2.0
2270081440000,1.0
2270081450001,4.0
2270081450002,1.0
2270081460000,3.0
2270081470000,3.0
2270081490000,3.0
2270081490000,2.0
2270081510000,2.0
2270081520000,3.0
2270081530001,3.0
2270081530002,4.0
2270081540000,3.0
2270081550000,3.0
2270081560000,3.0
2270081570001,4.0
2270081570002,2.0
2270081580000,4.0
2270081590000,3.0
2270081590000,2.0
2270081620000,3.0
2270081630000,2.0
2270081630000,2.0
2270081660000,3.0
2270081670000,2.0
2270081670000,
2270081680001,4.0
2270081680002,2.0
2270081680002,2.0
2270081690000,3.0
2270081710000,2.0
2270081730000,2.0
2270081740000,2.0
2270081750000,1.0
2270081750000,1.0
2270081760001,3.0
2270081760002,2.0
2270081770000,2.0
2270081770000,2.0
2270081780000,2.0
2270081790000,3.0
2270081810000,5.0
2270081810000,1.0
2270081820000,3.0
2270081820000,4.0
2270081830000,2.0
2270081830000,2.0
2270081830000,2.0
2270081840000,2.0
2270081850000,3.0
2270081850000,2.0
2270081860000,2.0
2270081860000,4.0
2270081870000,2.0
2270081870000,2.0
2270081880000,1.0
2270081880000,
2270081890000,2.0
2270081890000,3.0
2270081900000,3.0
2270081910000,3.0
2270081920000,1.0
2270081930000,3.0
2270081930000,2.0
2270081940000,4.0
2270081960000,2.0
2270081960000,1.0
2270081970000,2.0
2270081990000,2.0
2270081990000,2.0
2270082000000,2.0
2270082020000,3.0
2270082030000,2.0
2270082050001,3.0
2270082050002,3.0
2270082050003,4.0
2270082050004,4.0
2270082050005,3.0
2270082050006,3.0
2270082050007,3.0
2270082050008,4.0
2270082050009,3.0
2270082050010,3.0
2270082050011,4.0
2270082050012,3.0
2270082050013,4.0
2270082050014,3.0
2270082050015,3.0
2270082050016,4.0
2270082050017,4.0
2270082050018,3.0
2270082050019,4.0
2270082050020,3.0
2270082050021,3.0
2270082050022,4.0
2270082050023,4.0
2270082050024,3.0
2270082050025,3.0
2270082050026,3.0
2270082050027,3.0
2270082050028,3.0
2270082050029,3.0
2270082050030,3.0
2270082050031,4.0
2270082050032,3.0
2270082050033,4.0
2270082060001,3.0
2270082060002,2.0
2270082070000,2.0
2270082070000,3.0
2270082080002,3.0
2270082090000,3.0
2270082090000,1.0
2270082100000,3.0
2270082110000,3.0
2270082110000,2.0
2270082160000,2.0
2270082180000,3.0
2270082210002,2.0
2270082220000,2.0
2270082230001,3.0
2270082240001,3.0
2270082240002,2.0
2270082250002,1.0
2270082260000,1.0
2270082270002,2.0
2270082280001,3.0
2270082280002,2.0
2270082300001,3.0
2270090010000,2.0
2270090010000,0.0
2270090020000,5.0
2270090020000,3.0
2270090030000,3.0
2270090030000,3.0
2270090030000,
2270090040000,2.0
2270090050000,3.0
2270090060000,1.0
2270090060000,3.0
2270090070000,3.0
2270090070000,2.0
2270090080000,3.0
2270090080000,2.0
2270090090000,3.0
2270090090000,2.0
2270090110000,3.0
2270090110000,3.0
2270090120000,3.0
2270090130000,2.0
2270090140000,3.0
2270090140000,2.0
2270090150000,3.0
2270090160000,3.0
2270090160000,3.0
2270090170000,3.0
2270090170000,
2270090180000,3.0
2270090190000,3.0
2270090190000,2.0
2270090200000,2.0
2270090200000,3.0
2270090210000,3.0
2270090220000,4.0
2270090240000,3.0
2270090250000,3.0
2270090260000,3.0
2270090270000,2.0
2270090290000,2.0
2270090290000,3.0
2270090300001,1.0
2270090300002,6.0
2270090310000,3.0
2270090310000,2.0
2270090310000,2.0
2270090320000,3.0
2270090330001,2.0
2270090330002,2.0
2270090330003,3.0
2270090340000,3.0
2270090340000,2.0
2270090340000,3.0
2270090350000,3.0
2270090370000,2.0
2270090370000,1.0
2270090370000,
2270090380000,2.0
2270090380000,3.0
2270090380000,4.0
2270090390000,3.0
2270090390000,3.0
2270090400000,2.0
2270090410000,3.0
2270090410000,2.0
2270090420000,5.0
2270090420000,3.0
2270090430000,4.0
2270090430000,3.0
2270090440000,3.0
2270090460000,2.0
2270090460000,3.0
2270090470000,3.0
2270090480000,3.0
2270090510000,3.0
2270090520000,3.0
2270090530000,3.0
2270090530000,2.0
2270090530000,2.0
2270090550000,4.0
2270090560001,3.0
2270090580000,3.0
2270090580000,2.0
2270090590000,3.0
2270090590000,2.0
2270090600000,1.0
2270090610000,3.0
2270090620000,2.0
2270090630000,2.0
2270090640000,3.0
2270090650000,3.0
2270090660000,3.0
2270090670000,3.0
2270090690000,2.0
2270090690000,2.0
2270090720000,3.0
2270090720000,3.0
2270090730000,3.0
2270090740001,3.0
2270090740002,2.0
2270090750000,3.0
2270090760000,3.0
2270090760000,3.0
2270090770000,6.0
2270090770000,2.0
2270090770000,6.0
2270090770000,3.0
2270090770000,1.0
2270090770000,1.0
2270090780000,3.0
2270090800000,4.0
2270090800000,2.0
2270090810001,1.0
2270090810002,3.0
2270090820000,2.0
2270090820000,2.0
2270090830000,2.0
2270090860000,3.0
2270090860000,1.0
2270090900001,3.0
2270090900002,1.0
2270090900003,3.0
2270090910000,4.0
2270090930000,2.0
2270100010000,3.0
2270100020000,3.0
2270100020000,3.0
2270100020000,1.0
2270100030000,2.0
2270100040000,2.0
2270100040000,3.0
2270100050000,3.0
2270100060001,3.0
2270100060002,2.0
2270100070000,1.0
2270100070000,1.0
2270100080000,3.0
2270100090000,3.0
2270100090000,3.0
2270100100000,2.0
2270100110000,3.0
2270100110000,3.0
2270100120000,2.0
2270100120000,
2270100130000,3.0
2270100150000,3.0
2270100160000,4.0
2270100160000,1.0
2270100170000,2.0
2270100180000,3.0
2270100180000,2.0
2270100190000,7.0
2270100190000,2.0
2270100200000,2.0
2270100230000,3.0
2270100240000,3.0
2270100240000,1.0
2270100250000,4.0
2270100250000,2.0
2270100250000,2.0
2270100250000,
2270100260000,2.0
2270100260000,3.0
2270100270000,3.0
2270100280000,3.0
2270100280000,2.0
2270100290000,5.0
2270100300000,4.0
2270100300000,4.0
2270100300000,1.0
2270100310000,3.0
2270100320000,4.0
2270100320000,1.0
2270100330000,4.0
2270100340000,3.0
2270100350000,4.0
2270100350000,1.0
2270100360000,5.0
2270100370000,3.0
2270100380000,3.0
2270100390000,3.0
2270100400000,2.0
2270100410000,3.0
2270100420000,2.0
2270100430000,4.0
2270100430000,2.0
2270100440000,6.0
2270100440000,3.0
2270100450000,2.0
2270100450000,2.0
2270100470001,3.0
2270100470002,3.0
2270100480000,1.0
2270100480000,5.0
2270100580000,2.0
2270100600000,6.0
2270100610000,3.0
2270100610000,
2270100620000,3.0
2270100620000,1.0
2270100630000,2.0
2270100630000,4.0
2270100640000,4.0
2270100640000,
2270100650000,3.0
2270100670001,3.0
2270100670002,2.0
2270100680000,1.0
2270100690000,2.0
2270100700000,2.0
2270100710000,2.0
2270100710000,1.0
2270100720000,3.0
2270100730000,1.0
2270100730000,
2270100750000,3.0
2270100750000,1.0
2270100760000,2.0
2270100760000,2.0
2270100760000,1.0
2270100790000,1.0
2270100790000,2.0
2270100800000,3.0
2270100810000,2.0
2270100810000,3.0
2270100820000,4.0
2270100830000,3.0
2270100840000,3.0
2270100850000,4.0
2270100860000,3.0
2270100860000,1.0
2270100870000,3.0
2270100870000,2.0
2270100880000,2.0
2270100890000,2.0
2270100890000,3.0
2270100900000,3.0
2270100900000,2.0
2270100910000,3.0
2270100910000,2.0
2270100930000,4.0
2270100930000,3.0
2270100940000,2.0
2270100940000,
2270100970000,2.0
2270110010000,1.0
2270110010000,3.0
2270110030000,2.0
2270110030000,1.0
2270110040000,3.0
2270110040000,2.0
2270110050000,2.0
2270110050000,2.0
2270110080000,2.0
2270110080000,2.0
2270110120001,4.0
2270110150000,3.0
2270110150000,1.0
2270110170000,3.0
2270110180000,3.0
2270110200000,
2270110220000,5.0
2270110220000,1.0
2270110280000,
2270110280000,3.0
2270110290000,2.0
2270110290000,3.0
2270110300000,2.0
2270110300000,
2270110410000,3.0
2270110410000,1.0
2270110430000,3.0
2270110440000,2.0
2270110450000,4.0
2270110460000,3.0
2270110460000,2.0
2270110470000,2.0
2270110480000,3.0
2270110480000,
2270110510000,3.0
2270110510000,2.0
2270110520000,3.0
2270110520000,3.0
2270110530000,2.0
2270110530000,3.0
2270110540000,3.0
2270110540000,2.0
2270110550000,3.0
2270110560000,3.0
2270110560000,2.0
2270110590000,2.0
2270110590000,3.0
2270110610000,2.0
2270110610000,3.0
2270110620000,3.0
2270110620000,2.0
2270110630000,2.0
2270110630000,3.0
2270110640001,3.0
2270110640002,4.0
2270110650000,2.0
2270110650000,3.0
2270110660000,2.0
2270110660000,2.0
2270110670000,3.0
2270110680000,3.0
2270110690000,2.0
2270110700000,3.0
2270110710000,3.0
2270110710000,1.0
2270110730000,2.0
2270110730000,2.0
2270110740000,2.0
2270110750000,3.0
2270110750000,1.0
2270110760000,5.0
2270110770000,1.0
2270110770000,2.0
2270110780000,2.0
2270110780000,3.0
2270110790000,2.0
2270110790000,3.0
2270110800000,2.0
2270110800000,3.0
2270110810000,2.0
2270110810000,4.0
2270110820000,5.0
2270110840000,4.0
2270110840000,1.0
2270110870001,2.0
2270120010000,4.0
2270120010000,1.0
2270120010000,1.0
2270120020000,3.0
2270120020000,2.0
2270120040000,3.0
2270120050000,3.0
2270120060000,4.0
2270120110000,5.0
2270120110000,2.0
2270120110000,2.0
2270120110000,2.0
2270120210000,3.0
2270120210000,2.0
2270120210000,2.0
2270120300000,1.0
2270120300000,4.0
2270120380000,3.0
2270120380000,2.0
2270120420001,3.0
2270120420002,2.0
2270120440000,4.0
2270120440000,2.0
2270120460000,3.0
2270120470000,2.0
2270120470000,1.0
2270120490000,5.0
2270120490000,1.0
2270120500000,4.0
2270120500000,2.0
2270120530000,3.0
2270120530000,2.0
2270120540000,1.0
2270120540000,3.0
2270120540000,2.0
2270120550000,3.0
2270120550000,1.0
2270120570000,3.0
2270120570000,1.0
2270120580001,2.0
2270120580002,3.0
2270120580003,2.0
2270120580004,4.0
2270120580005,3.0
2270120580005,
2270120580005,1.0
2270120580006,3.0
2270120580006,1.0
2270120580006,1.0
2270120580007,2.0
2270120580007,
2270120610000,2.0
2270120630001,2.0
2270120660000,3.0
2270120670000,3.0
2270120670000,3.0
2270120670000,2.0
2270120680000,3.0
2270120680000,2.0
2270120770000,2.0
2270120780000,2.0
2270120790000,3.0
2270120800000,2.0
2270120810000,3.0
2270120820000,5.0
2270120830000,2.0
2270120840001,2.0
2270120870000,2.0
2270120880000,3.0
2270120880000,1.0
2270120900000,1.0
2270120900000,2.0
2270120910000,3.0
2270120910000,2.0
2270120920000,3.0
2270120920000,2.0
2270120940000,3.0
2270120950001,3.0
2270120950002,1.0
2270120960000,1.0
2270120960000,2.0
2270120970000,2.0
2270120970000,1.0
2270120980000,3.0
2270120980000,2.0
2270120980000,1.0
2270120990000,1.0
2270120990000,1.0
2270120990000,1.0
2270121010000,4.0
2270121010000,2.0
2270121020001,3.0
2270121020001,1.0
2270121020002,3.0
2270121050000,3.0
2270121050000,2.0
2270121060000,3.0
2270121060000,1.0
2270121080000,1.0
2270121080000,3.0
2270121090000,3.0
2270121100000,5.0
2270121110000,2.0
2270121120000,6.0
2270121130000,4.0
2270121140000,2.0
2270121140000,1.0
2270121150000,3.0
2270121150000,4.0
2270121160000,1.0
2270121160000,1.0
2270121170000,5.0
2270121180000,2.0
2270121190000,3.0
2270121200000,1.0
2270121210000,2.0
2270121210000,3.0
2270121220000,5.0
2270121240000,2.0
2270121250001,6.0
2270121250002,2.0
2270121260000,3.0
2270121270000,2.0
2270121270000,4.0
2270121280000,3.0
2270121280000,2.0
2270121300000,3.0
2270121300000,2.0
2270121310000,3.0
2270121310000,3.0
2270121320000,4.0
2270121320000,3.0
2270121330000,2.0
2270121330000,3.0
2270121340000,2.0
2270121350000,4.0
2270121360000,5.0
2270121360000,2.0
2270121380000,5.0
2270121380000,3.0
2270121390000,3.0
2270121390000,4.0
2270121400000,0.0
2270121400000,0.0
2270121410000,2.0
2270121410000,1.0
2270121410000,1.0
2270121420000,4.0
2270121420000,2.0
2270121430000,1.0
2270121440000,2.0
2270121440000,
2270121450000,2.0
2270121450000,1.0
2270121460000,2.0
2270121470001,3.0
2270121470002,4.0
2270121480000,3.0
2270121490000,5.0
2270121490000,2.0
2270121510000,2.0
2270121510000,
2270121520000,1.0
2270121530000,2.0
2270121530000,3.0
2270121530000,2.0
2270121550000,5.0
2270121560000,7.0
2270121570000,5.0
2270121570000,4.0
2270121580000,2.0
2270121610000,1.0
2270121620000,3.0
2270121620000,2.0
